fever_id,claim,gold,originality,gpt-4o,gpt-5,gold_evidence
129066,Dev Patel has not worked with Neill Blomkamp.,True,False,True,False,"Dev_Patel#5: Patel went on to star in the highly successful romantic comedy The Best Exotic Marigold Hotel -LRB- 2012 -RRB- and its 2015 sequel , the fantasy film The Last Airbender -LRB- 2010 -RRB- , and the science fiction film Chappie -LRB- 2015 -RRB- . The Best Exotic Marigold Hotel The Best Exotic Marigold Hotel 2015 sequel The Second Best Exotic Marigold Hotel The Last Airbender The Last Airbender (film) Chappie Chappie (film) Chappie_-LRB-film-RRB-#0: Chappie -LRB- stylized as CHAPPiE -RRB- is a 2015 science fiction film directed by South African director Neill Blomkamp and written by Blomkamp and Terri Tatchell . Neill Blomkamp Neill Blomkamp Terri Tatchell Terri Tatchell science fiction film science fiction film"
129221,Colin Kaepernick starts for the San Francisco 49ers.,True,False,False,False,"Colin_Kaepernick#2: Kaepernick was selected by the San Francisco 49ers in the second round of the 2011 NFL Draft . San Francisco 49ers San Francisco 49ers 2011 NFL Draft 2011 NFL Draft Colin_Kaepernick#5: Kaepernick began his professional career as a backup to Alex Smith , but became the 49ers ' starter in the middle of the 2012 season after Smith suffered a concussion . Alex Smith Alex Smith 2012 season 2012 San Francisco 49ers season concussion concussion 2012_San_Francisco_49ers_season#0: The San Francisco 49ers season was the franchise 's 63rd season in the National Football League , the 67th overall , the second under the head coach/general manager tandem of Jim Harbaugh and Trent Baalke , and their penultimate season at Candlestick Park . Jim Harbaugh Jim Harbaugh Trent Baalke Trent Baalke Candlestick Park Candlestick Park San Francisco 49ers San Francisco 49ers season List of San Francisco 49ers seasons National Football League National Football League head coach List of San Francisco 49ers head coaches general manager General manager (American football) Colin_Kaepernick#5: Kaepernick began his professional career as a backup to Alex Smith , but became the 49ers ' starter in the middle of the 2012 season after Smith suffered a concussion . Alex Smith Alex Smith 2012 season 2012 San Francisco 49ers season concussion concussion Colin_Kaepernick#5: Kaepernick began his professional career as a backup to Alex Smith , but became the 49ers ' starter in the middle of the 2012 season after Smith suffered a concussion . Alex Smith Alex Smith 2012 season 2012 San Francisco 49ers season concussion concussion Colin_Kaepernick#6: He remained the team 's starting quarterback for the rest of the season and went on to lead the 49ers to their first Super Bowl appearance since 1994 , losing to the Baltimore Ravens . quarterback quarterback Super Bowl Super Bowl XLVII 1994 Super Bowl XXIX Baltimore Ravens Baltimore Ravens Colin_Kaepernick#7: During the 2013 season , his first full season as a starter , Kaepernick helped the 49ers reach the NFC Championship , losing to the Seattle Seahawks . 2013 season 2013 San Francisco 49ers season NFC Championship 2013–14 NFL playoffs#NFC Championship Game: Seattle Seahawks 23.2C San Francisco 49ers 17 Seattle Seahawks Seattle Seahawks Colin_Kaepernick#8: In the following seasons , Kaepernick lost and won back his starting job , with the 49ers missing the playoffs for three years consecutively ."
130248,Aldous Huxley barely published scripts.,True,False,True,True,"Aldous_Huxley#6: Mid career and later , he published travel writing , film stories , and scripts ."
134097,Lockhead Martin F-35 Lightning II first flew in 2008.,False,False,True,False,Lockheed_Martin_F-35_Lightning_II#10: The F-35 first flew on 15 December 2006 .
134387,2016 Tour de France was not won by Chris Froome.,True,False,False,False,"2016_Tour_de_France#2: A total of 198 riders from 22 teams entered the 21-stage race , which was won by Chris Froome of . Chris Froome Chris Froome"
134682,The Lincoln-Douglas debates happened in a town.,False,True,True,True,Lincoln–Douglas_debates#10: The debates were held in seven towns in the state of Illinois : Illinois Illinois
136290,Java is an landform.,True,True,False,True,Java#0: Java -LRB- Indonesian : Jawa ; Javanese : ꦗꦮ ; Sundanese : -RRB- is an island of Indonesia . Javanese Javanese language Sundanese Sundanese language Indonesian Indonesian language island island Indonesia Indonesia Island#0: An island or isle is any piece of sub-continental land that is surrounded by water . sub-continental continent water water
137335,"Kerplunk, released in 1990, was Green Day's last album on the Lookout Records label.",False,False,True,False,"Kerplunk_-LRB-album-RRB-#0: Kerplunk is the second studio album by American punk rock band Green Day , released on December 17 , 1991 by Lookout ! Green Day Green Day Lookout Lookout Records punk rock punk rock"
137842,Arizona is a mass-marketed beverage.,False,True,True,True,"Arizona#0: Arizona -LRB- -LSB- ɛərᵻˈzoʊnə , _ ærᵻ - -RSB- -RRB- -LRB- Hoozdo Hahoodzo -LSB- xòːztò xɑ̀xòːtsò -RSB- O'odham : Alĭ ṣonak -LSB- ˡaɺi ˡʃonak -RSB- -RRB- is a state in the southwestern region of the United States . Arizona State songs of Arizona#Alternate State Anthem O'odham O'odham language state U.S. state southwestern region Southwestern United States United States United States Arizona#1: It is also part of the Western and the Mountain states . Mountain Mountain States Western Western United States Arizona#2: It is the sixth largest and the 14th most populous of the 50 states . sixth largest list of U.S. states and territories by area 14th most populous list of U.S. states and territories by population Arizona#3: Its capital and largest city is Phoenix . Phoenix Phoenix, Arizona capital capital city Arizona#4: Arizona is one of the Four Corners states . Arizona State songs of Arizona#Alternate State Anthem Four Corners Four Corners Arizona#9: Arizona is the 48th state and last of the contiguous states to be admitted to the Union , achieving statehood on February 14 , 1912 . Arizona State songs of Arizona#Alternate State Anthem state U.S. state contiguous states contiguous United States Arizona#15: Southern Arizona is known for its desert climate , with very hot summers and mild winters . Arizona State songs of Arizona#Alternate State Anthem Southern Arizona Southern Arizona desert desert Arizona#16: Northern Arizona features forests of pine , Douglas fir , and spruce trees ; the Colorado Plateau ; some mountain ranges -LRB- such as the San Francisco Mountains -RRB- ; as well as large , deep canyons , with much more moderate summer temperatures and significant winter snowfalls . Arizona State songs of Arizona#Alternate State Anthem Colorado Colorado Northern Arizona Northern Arizona Douglas fir Douglas fir spruce spruce Colorado Plateau Colorado Plateau San Francisco Mountains San Francisco Peaks Arizona#22: Although federal law gave all Native Americans the right to vote in 1924 , Arizona excluded those living on reservations from voting until its state Supreme Court ruled in 1948 in favor of Native American plaintiffs . Arizona State songs of Arizona#Alternate State Anthem state U.S. state federal law Indian Citizenship Act"
138375,Mary of Teck's son married a Wallis Simpson.,True,False,False,True,"Mary_of_Teck#12: After George 's death in 1936 , she became queen mother when her eldest son , Edward , ascended the throne , but to her dismay , he abdicated later the same year in order to marry twice-divorced American socialite Wallis Simpson . George George V queen mother queen mother Edward Edward VIII abdicated Edward VIII abdication crisis Wallis Simpson Wallis Simpson"
138632,Gal Gadot was ranked ahead of Bar Refaeli for highest earning actress/models in Israel.,False,True,False,False,"Gal_Gadot#4: In 2013 she was ranked as the second highest earning actress/models in Israel , behind Bar Refaeli , but ahead of Esti Ginzburg and Shlomit Malka , with the majority of her income coming from acting . Israel Israel Bar Refaeli Bar Refaeli Esti Ginzburg Esti Ginzburg Shlomit Malka Shlomit Malka"
138708,Physics' main goal is to observe the behavior of the universe.,False,False,True,False,"Physics#1: One of the most fundamental scientific disciplines , the main goal of physics is to understand how the universe behaves . universe universe"
139365,Ron Dennis is the owner of Absolute Taste.,True,False,True,True,Ron_Dennis#1: Dennis is the Global Consultant for Minsheng Investment Corporation and also owner of Absolute Taste . Absolute Taste Absolute Taste Ron_Dennis#1: Dennis is the Global Consultant for Minsheng Investment Corporation and also owner of Absolute Taste . Absolute Taste Absolute Taste Ron_Dennis#0: Ronald Dennis CBE -LRB- born 1 June 1947 -RRB- is a British businessman and Official British Business Ambassador for The United Kingdom . British British people CBE Commander of the Most Excellent Order of the British Empire United Kingdom United Kingdom Ron_Dennis#1: Dennis is the Global Consultant for Minsheng Investment Corporation and also owner of Absolute Taste . Absolute Taste Absolute Taste Ron_Dennis#1: Dennis is the Global Consultant for Minsheng Investment Corporation and also owner of Absolute Taste . Absolute Taste Absolute Taste Ron_Dennis#1: Dennis is the Global Consultant for Minsheng Investment Corporation and also owner of Absolute Taste . Absolute Taste Absolute Taste
139661,Colombiana was produced by Luc Besson in 2001.,True,False,False,False,Colombiana#0: Colombiana is a 2011 French action film co-written and produced by Luc Besson and directed by Olivier Megaton . Olivier Megaton Olivier Megaton Luc Besson Luc Besson action action film Colombiana#0: Colombiana is a 2011 French action film co-written and produced by Luc Besson and directed by Olivier Megaton . Olivier Megaton Olivier Megaton Luc Besson Luc Besson action action film
142286,Shadowhunters did not begin its second season in January 2017.,True,False,False,False,"Shadowhunters#5: In March 2016 , it was announced that the series had been renewed for a second season of 20 episodes , which premiered on January 2 , 2017 ."
142462,"During the Battle of France, English forces occupied Paris.",True,False,False,False,Battle_of_France#13: German forces occupied Paris unopposed on 14 June after a chaotic period of flight of the French government that led to a collapse of the French army . German Nazi Germany Paris Paris occupied German military administration in occupied France during World War II
142638,"Scotty Moore was born on May 27, 1931.",False,False,True,False,"Scotty_Moore#0: Winfield Scott `` Scotty '' Moore III -LRB- December 27 , 1931 -- June 28 , 2016 -RRB- was an American guitarist and recording engineer ."
142717,A person who was born in August discovered Uranium-235.,True,False,False,True,"Uranium-235#6: It was discovered in 1935 by Arthur Jeffrey Dempster . Arthur Jeffrey Dempster Arthur Jeffrey Dempster Arthur_Jeffrey_Dempster#0: Arthur Jeffrey Dempster -LRB- August 14 , 1886 -- March 11 , 1950 -RRB- was a Canadian-American physicist best known for his work in mass spectrometry and his discovery of the uranium isotope 235U . Canadian Canadians American United States physicist physicist mass spectrometry mass spectrometry uranium uranium isotope isotope"
143042,Staton is the middle name of Matt Bomer.,True,True,False,True,"Matt_Bomer#0: Matthew Staton Bomer -LRB- born October 11 , 1977 -RRB- is an American actor ."
143144,Henri Kontinen won the Australian Open men's doubles championship in 2011.,True,False,False,False,Henri_Kontinen#5: He is currently ranked as world number 1 in doubles rankings after winning the Australian Open men 's doubles championship .
145491,George III of the United Kingdom had experiences.,False,,True,True,"George_III_of_the_United_Kingdom#11: In the later part of his life , George III had recurrent , and eventually permanent , mental illness . mental illness Mental disorder George_III_of_the_United_Kingdom#12: Although it has since been suggested that he had the blood disease porphyria , the cause of his illness remains unknown . porphyria porphyria"
149392,Maximum Overdrive is a 1986 science fiction action horror comedy film written and directed by Stephen King.,True,False,True,True,Maximum_Overdrive#0: Maximum Overdrive is a 1986 American science fiction action horror comedy film written and directed by Stephen King . Stephen King Stephen King science fiction science fiction action action film horror comedy horror comedy film film
152694,Ricardo Montalbán was a singer.,False,True,True,True,Ricardo_Montalbán#0: [missing]
153303,EA Black Box was a picture game developer.,True,False,False,False,"EA_Black_Box#0: EA Black Box -LRB- formerly Black Box Games -RRB- was a video game developer based in Burnaby , British Columbia , Canada , founded in 1998 by former employees of Radical Entertainment and later acquired by Electronic Arts -LRB- EA -RRB- . Burnaby Burnaby British Columbia British Columbia Canada Canada Electronic Arts Electronic Arts video game developer video game developer Radical Entertainment Radical Entertainment"
154314,Southern Hospitality was unable to reach the Top 40.,False,False,True,False,"Southern_Hospitality_-LRB-song-RRB-#2: The song debuted at # 86 on the Billboard Hot 100 on January 20 , 2001 , reached the Top 40 at # 38 on February 10 , 2001 , and peaked at # 23 on March 24 ."
154989,Poldark has three series.,True,False,False,False,"Poldark_-LRB-2015_TV_series-RRB-#6: The BBC announced on 6 July 2016 , before series 2 had begun , that a third series had been commissioned . Poldark_-LRB-2015_TV_series-RRB-#0: Poldark is a British-American drama television series that was first broadcast on BBC One on 8 March 2015 . BBC One BBC One Poldark Poldark Poldark_-LRB-2015_TV_series-RRB-#6: The BBC announced on 6 July 2016 , before series 2 had begun , that a third series had been commissioned . Poldark_-LRB-2015_TV_series-RRB-#6: The BBC announced on 6 July 2016 , before series 2 had begun , that a third series had been commissioned . Poldark_-LRB-2015_TV_series-RRB-#6: The BBC announced on 6 July 2016 , before series 2 had begun , that a third series had been commissioned ."
156102,"Keith Stanfield was born on March 12, 1991.",False,False,True,False,"Keith_Stanfield#0: LaKeith Lee `` Keith '' Stanfield -LRB- born August 12 , 1991 -RRB- is an American actor and rapper ."
157434,Miranda Otto is the aunt of actress Gracie Otto.,False,False,True,False,"Miranda_Otto#1: The daughter of actors Barry and Lindsay Otto , and the sister of actress Gracie Otto , Brisbane-born Miranda began her acting career at age 18 in 1986 , and has appeared in a variety of independent and major studio films . Brisbane Brisbane actress actress Barry and Lindsay Otto Barry Otto Gracie Otto Gracie Otto"
160304,French Indochina was unofficially known as the Indochinese Union then the Indochinese Federation.,False,True,True,False,"French_Indochina#0: French Indochina -LRB- previously spelled as French Indo-China -RRB- -LRB- Indochine française សហភ ពឥណ ឌ ច ន Đông Dương thuộc Pháp , -LSB- ɗə̄wŋm jɨ̄əŋ tʰûək fǎp -RSB- , frequently abbreviated to Đông Pháp ; ຝຣັ່ງແຫຼັມອິນດູຈີນ Cantonese : -RRB- , officially known as the Indochinese Union -LRB- Union indochinoise -RRB- after 1887 and the Indochinese Federation -LRB- Fédération indochinoise -RRB- after 1947 , was a grouping of French colonial territories in Southeast Asia . French French language Asia Asia China China Cantonese Cantonese French colonial territories French colonial empire"
160864,"Frequently, French Indochina is abbreviated.",True,False,True,False,"French_Indochina#0: French Indochina -LRB- previously spelled as French Indo-China -RRB- -LRB- Indochine française សហភ ពឥណ ឌ ច ន Đông Dương thuộc Pháp , -LSB- ɗə̄wŋm jɨ̄əŋ tʰûək fǎp -RSB- , frequently abbreviated to Đông Pháp ; ຝຣັ່ງແຫຼັມອິນດູຈີນ Cantonese : -RRB- , officially known as the Indochinese Union -LRB- Union indochinoise -RRB- after 1887 and the Indochinese Federation -LRB- Fédération indochinoise -RRB- after 1947 , was a grouping of French colonial territories in Southeast Asia . French French language Asia Asia China China Cantonese Cantonese French colonial territories French colonial empire"
161222,Gal Gadot was ranked ahead of Shlomit Malka for Israel's highest earning actress/models.,True,True,False,True,"Gal_Gadot#4: In 2013 she was ranked as the second highest earning actress/models in Israel , behind Bar Refaeli , but ahead of Esti Ginzburg and Shlomit Malka , with the majority of her income coming from acting . Israel Israel Bar Refaeli Bar Refaeli Esti Ginzburg Esti Ginzburg Shlomit Malka Shlomit Malka"
165653,Tom Baker has reviewed video games.,False,False,True,False,"Tom_Baker_-LRB-English_actor-RRB-#15: In addition to performing acting roles , Baker has narrated commercials , video games , audiobooks and television series ."
168003,Don Bradman had anything but declining years.,False,,True,True,"Don_Bradman#20: Even after he became reclusive in his declining years his opinion was highly sought , and his status as a national icon was still recognised -- more than 50 years after his retirement as a Test player , in 2001 , Prime Minister John Howard of Australia called him the `` greatest living Australian '' . Test Test cricket Australian Australian national cricket team John Howard John Howard"
169000,Manmohan Singh was a prime minister in 2009 after the first Prime Minister of India.,False,False,True,True,Manmohan_Singh#0: Manmohan Singh -LRB- -LSB- mənˈmoːɦən ˈsɪ́ŋɡ -RSB- ; born 26 September 1932 -RRB- is an Indian economist and politician who served as the Prime Minister of India from 2004 to 2014 . Prime Minister of India Prime Minister of India
169032,Manmohan Singh was the first Sikh in office in 2009.,True,False,False,True,"Manmohan_Singh#1: The first Sikh in office , Singh was also the first prime minister since Jawaharlal Nehru to be re-elected after completing a full five-year term . Sikh Sikh Jawaharlal Nehru Jawaharlal Nehru"
171890,"To test the validity of experiments, research is used.",True,False,True,False,"Research#4: To test the validity of instruments , procedures , or experiments , research may replicate elements of prior projects or the project as a whole ."
175436,A manga series illustrated by Takeshi Obata is the basis for the Japanese television drama series Death Note.,True,False,True,True,Death_Note_-LRB-2015_TV_series-RRB-#0: is a Japanese television drama series based on the manga series of the same name by Tsugumi Ohba and Takeshi Obata . Japanese television drama Japanese television drama manga manga of the same name Death Note Tsugumi Ohba Tsugumi Ohba Takeshi Obata Takeshi Obata
177529,Brick Mansions starred Belle.,True,False,True,True,"Brick_Mansions#0: Brick Mansions is a 2014 English-language French-Canadian crime-thriller film starring Paul Walker , David Belle and RZA . Paul Walker Paul Walker David Belle David Belle RZA Rza French-Canadian French Canadian crime crime film thriller film thriller (genre)"
177842,Milk is based on the life of Harvey Dent.,False,True,False,False,"Milk_-LRB-film-RRB-#0: Milk is a 2008 American biographical film based on the life of gay rights activist and politician Harvey Milk , who was the first openly gay person to be elected to public office in California , as a member of the San Francisco Board of Supervisors . San Francisco San Francisco biographical film biographical film gay rights gay rights Harvey Milk Harvey Milk the first openly gay person to be elected List of lesbian, gay, bisexual, or transgender firsts by year San Francisco Board of Supervisors San Francisco Board of Supervisors"
179025,Jerry Robinson mentored Steve Ditko.,True,True,False,True,Steve_Ditko#3: Ditko studied under Batman artist Jerry Robinson at the Cartoonist and Illustrators School in New York City . Batman Batman Jerry Robinson Jerry Robinson Cartoonist and Illustrators School Cartoonist and Illustrators School
180578,Swordfish (film) is a film that is about a type of person.,True,,False,False,"Swordfish_-LRB-film-RRB-#1: The film centers on Stanley Jobson , an ex-con and computer hacker who is targeted for recruitment into a bank robbery conspiracy because of his formidable hacking skills . computer hacker Hacker (computer security) Security_hacker#0: A security hacker is someone who seeks to breach defenses and exploit weaknesses in a computer system or network . exploit Exploit (computer security) computer system Computer network computer network Swordfish_-LRB-film-RRB-#1: The film centers on Stanley Jobson , an ex-con and computer hacker who is targeted for recruitment into a bank robbery conspiracy because of his formidable hacking skills . computer hacker Hacker (computer security)"
180722,Victoria (Dance Exponents song) peaked at number 10 on the New Zealand Singles chart.,False,False,True,False,Victoria_-LRB-Dance_Exponents_song-RRB-#1: Released in 1982 it reached Number 6 on the New Zealand singles chart . New Zealand New Zealand
181206,Southpaw is an American novel.,False,True,False,False,"Southpaw_-LRB-film-RRB-#0: Southpaw is a 2015 American sports drama film directed by Antoine Fuqua , written by Kurt Sutter and starring Jake Gyllenhaal , Forest Whitaker and Rachel McAdams . Antoine Fuqua Antoine Fuqua Kurt Sutter Kurt Sutter Jake Gyllenhaal Jake Gyllenhaal Forest Whitaker Forest Whitaker Rachel McAdams Rachel McAdams sports drama Sports film"
184083,Ernest Medina participated in the My Lai Massacre.,True,True,True,False,"Ernest_Medina#3: He was court martialed in 1971 for his role in the My Lai Massacre , but acquitted the same year . My Lai Massacre My Lai Massacre"
186598,Asylum Records is an American record label founded in 1979 by David Geffen and partner Elliot Roberts.,True,False,False,False,Asylum_Records#0: Asylum Records is an American record label founded in 1971 by David Geffen and partner Elliot Roberts . David Geffen David Geffen Elliot Roberts Elliot Roberts record label record label
187571,Dan Brown published a 2003 bestselling novel.,False,True,True,True,"Dan_Brown#0: Daniel Gerhard `` Dan '' Brown -LRB- born June 22 , 1964 -RRB- is an American author of thriller fiction who wrote the 2003 bestselling novel The Da Vinci Code . American American people The Da Vinci Code The Da Vinci Code thriller fiction thriller fiction"
189452,Yandex operates in Lithuania.,False,True,False,False,"Yandex#9: The web site also operates in Belarus , Kazakhstan , Ukraine and Turkey . Ukraine Ukraine Kazakhstan Kazakhstan Belarus Belarus Turkey Turkey"
190153,In 1995 Oscar de la Hoya was named Fighter of the Year.,True,True,False,True,"Oscar_De_La_Hoya#7: De La Hoya was named Fighter of the Year by The Ring magazine in 1995 , and was their top-rated fighter in the world , pound for pound , in 1997 and 1998 . Fighter of the Year The Ring magazine Fighter of the Year pound for pound The Ring magazine Pound for Pound"
193844,"Ed Gagliardi died on April 11, 2014.",True,False,True,False,"Ed_Gagliardi#13: Gagliardi died of cancer on May 11 , 2014 , after battling cancer for eight years ."
198066,Story of My Life was recorded by an English Irish band.,True,False,True,True,Story_of_My_Life_-LRB-One_Direction_song-RRB-#0: `` Story of My Life '' is a song recorded by English Irish boy band One Direction . One Direction One Direction
198082,Story of My Life was recorded by a band that consisted of only boys.,True,False,True,True,Story_of_My_Life_-LRB-One_Direction_song-RRB-#0: `` Story of My Life '' is a song recorded by English Irish boy band One Direction . One Direction One Direction
199263,Prince Charles and Lady Diana's wedding anniversary was a traditional wedding service.,True,True,True,False,"Wedding_of_Charles,_Prince_of_Wales,_and_Lady_Diana_Spencer#1: The ceremony was a traditional Church of England wedding service . Church of England Church of England"
199746,Tijuana is in Mexico.,False,True,True,True,"Tijuana#0: Tijuana -LRB- -LSB- tiːˈwɑːnə -RSB- ; -LSB- tiˈxwana -RSB- -RRB- is the largest city in Baja California and on the Baja California Peninsula and center of the Tijuana metropolitan area , part of the international San Diego -- Tijuana metropolitan area . Baja California Baja California Tijuana Tijuana Municipality Baja California Peninsula Baja California Peninsula Tijuana metropolitan area Tijuana metropolitan area international international San Diego San Diego"
199817,Sweet Home Alabama is a lyric poem that was written in reply to Neil Young's song Southern Man.,False,True,True,False,"Sweet_Home_Alabama#0: `` Sweet Home Alabama '' is a song by Southern rock band Lynyrd Skynyrd that first appeared in 1974 on their second album , Second Helping . Lynyrd Skynyrd Lynyrd Skynyrd Second Helping Second Helping Southern rock Southern rock Alabama Harvest (Neil Young album) Sweet_Home_Alabama#3: It reached number 8 on the US chart in 1974 and was the band 's second hit single ."
201098,Marcus Bentley is an American broadcaster.,True,False,False,False,"Marcus_Bentley#0: Marcus Morgan Bentley -LRB- born 4 October 1967 -RRB- is a British actor , broadcaster and voice-over artist . British British nationality law voice-over artist voice-over broadcaster presenter actor actor voice-over voice-over"
203373,Goosebumps (film) is based on a story by Scott Alexander and Larry Karaszewski.,True,True,False,True,"Goosebumps_-LRB-film-RRB-#1: It was directed by Rob Letterman , and written by Darren Lemke , based from a story by Scott Alexander and Larry Karaszewski . Rob Letterman Rob Letterman Scott Alexander and Larry Karaszewski Scott Alexander and Larry Karaszewski"
204415,Brad Wilk was a member of Greta in 1990.,True,True,False,True,"Brad_Wilk#4: Wilk started his career as a drummer for Greta in 1990 , and helped co-found Rage with Tom Morello and Zack de la Rocha in August 1991 . Greta Greta (band) Tom Morello Tom Morello Zack de la Rocha Zack de la Rocha"
204421,Brad Wilk was a drummer for Greta.,True,True,False,True,"Brad_Wilk#4: Wilk started his career as a drummer for Greta in 1990 , and helped co-found Rage with Tom Morello and Zack de la Rocha in August 1991 . Greta Greta (band) Tom Morello Tom Morello Zack de la Rocha Zack de la Rocha"
204551,Commodore is ranked superior to a navy captain.,True,False,True,True,"Commodore_-LRB-rank-RRB-#0: Commodore is a naval rank used in many navies that is superior to a navy captain , but below a rear admiral . naval rank military rank navies navy captain Captain (Navy) rear admiral rear admiral admiral admiral Commodore_-LRB-rank-RRB-#0: Commodore is a naval rank used in many navies that is superior to a navy captain , but below a rear admiral . naval rank military rank navies navy captain Captain (Navy) rear admiral rear admiral admiral admiral"
207332,Military deception is a form of disinformation.,True,True,True,False,"Military_deception#2: As a form of strategic use of information -LRB- disinformation -RRB- , it overlaps with psychological warfare . warfare warfare disinformation disinformation psychological warfare psychological warfare"
207526,"""I Want You Back"" was released by Mel B.",True,False,False,True,Mel_B#5: Brown began her solo career when she released `` I Want You Back '' with Missy Elliott on Virgin Records . Virgin Virgin Records I Want You Back I Want You Back (Mel B song) Missy Elliott Missy Elliott Virgin Records Virgin Records
211021,Resident Evil is the first installment in the Resident Evil video game series.,False,True,True,True,"Resident_Evil_-LRB-film-RRB-#2: It is the first installment in the Resident Evil film series , which is loosely based on the Capcom survival horror video game series Resident Evil . Resident Evil Resident Evil (1996 video game) Capcom Capcom survival horror survival horror Resident_Evil_-LRB-film-RRB-#0: Resident Evil is a 2002 German-British science fiction action horror film written and directed by Paul W. S. Anderson and produced by Bernd Eichinger . Paul W. S. Anderson Paul W. S. Anderson Bernd Eichinger Bernd Eichinger Resident Evil Resident Evil (1996 video game) science fiction Science Fiction film action Action film horror film horror film Resident_Evil_-LRB-film-RRB-#2: It is the first installment in the Resident Evil film series , which is loosely based on the Capcom survival horror video game series Resident Evil . Resident Evil Resident Evil (1996 video game) Capcom Capcom survival horror survival horror"
212767,The undergraduate college of Harvard University became coeducational after its merger with Radcliffe College.,True,True,True,False,Harvard_University#8: The undergraduate college became coeducational after its 1977 merger with Radcliffe College . Radcliffe College Radcliffe College
213927,"In 1994, Gray Matter Interactive Studios, Inc. was founded.",True,False,False,False,"Gray_Matter_Interactive#0: Gray Matter Interactive Studios , Inc. was a computer game developer founded in 1994 , and acquired by Activision in January 2002 . Activision Activision computer game developer computer game developer"
215476,Weekly Idol is hosted by Jeong Hyeong-don.,True,True,False,False,Weekly_Idol#1: The show is hosted by comedian Jeong Hyeong-don and rapper Defconn . Jeong Hyeong-don Jeong Hyeong-don Defconn Defconn
215504,Weekly Idol is hosted by a rapper.,True,True,False,True,Weekly_Idol#1: The show is hosted by comedian Jeong Hyeong-don and rapper Defconn . Jeong Hyeong-don Jeong Hyeong-don Defconn Defconn
221132,Ted Cruz is from the United States.,True,True,False,True,"Ted_Cruz#0: Rafael Edward `` Ted '' Cruz -LSB- ˈkruːz -RSB- -LRB- born December 22 , 1970 -RRB- is an American politician and attorney , who has served as the junior United States Senator from Texas since 2013 . Texas Texas United States United States junior Seniority in the United States Senate United States Senator United States Senator Ted_Cruz#1: He was a candidate for the Republican nomination for President of the United States in the 2016 election . Republican Republican Party (United States) United States United States Republican nomination Republican Party presidential primaries, 2016 President of the United States President of the United States 2016 election United States presidential election, 2016"
223692,UNICEF UK is one of 36 UNICEF National Committees.,True,False,True,False,"UNICEF_UK#0: UNICEF UK , also known as the United Kingdom Committee for UNICEF , is one of 36 UNICEF National Committees based in industrialised countries . UNICEF National Committees List of UNICEF National Committees industrialised countries industrialised countries UNICEF UNICEF UNICEF_UK#0: UNICEF UK , also known as the United Kingdom Committee for UNICEF , is one of 36 UNICEF National Committees based in industrialised countries . UNICEF National Committees List of UNICEF National Committees industrialised countries industrialised countries UNICEF UNICEF UNICEF_UK#0: UNICEF UK , also known as the United Kingdom Committee for UNICEF , is one of 36 UNICEF National Committees based in industrialised countries . UNICEF National Committees List of UNICEF National Committees industrialised countries industrialised countries UNICEF UNICEF"
225863,Revolver topped America's Billboard Top LP's list for six weeks in 1965.,True,True,False,False,Revolver_-LRB-Beatles_album-RRB-#16: The record topped the UK Albums Chart for seven weeks and America 's Billboard Top LPs list for six weeks . UK Albums Chart UK Albums Chart
226153,Richard Dawkins has been awarded prestigious film awards.,True,False,False,False,"Richard_Dawkins#16: Dawkins has been awarded many prestigious academic and writing awards and he makes regular television , radio and Internet appearances , predominantly discussing his books , his atheism , and his ideas and opinions as a public intellectual . public intellectual public intellectual"
229303,A working animal is trained to perform tasks.,True,True,True,False,"Working_animal#0: A working animal is an animal , usually domesticated , that is kept by humans and trained to perform tasks . domesticated domestication trained animal training"
